0.000000	0
0.020000	0
0.040000	0
0.060000	0
0.080000	0
0.100000	0
0.120000	2
0.140000	6
0.160000	4
0.180000	6
0.200000	15
0.220000	18
0.240000	18
0.260000	24
0.280000	42
0.300000	48
0.320000	48
0.340000	87
0.360000	86
0.380000	111
0.400000	139
0.420000	177
0.440000	175
0.460000	217
0.480000	248
0.500000	319
0.520000	374
0.540000	469
0.560000	510
0.580000	621
0.600000	729
0.620000	920
0.640000	1176
0.660000	1538
0.680000	1923
0.700000	2471
0.720000	2979
0.740000	3892
0.760000	5020
0.780000	6270
0.800000	7786
0.820000	9640
0.840000	11662
0.860000	13809
0.880000	16365
0.900000	18532
0.920000	20866
0.940000	22725
0.960000	24712
0.980000	25426
1.000000	25683
1.020000	25563
1.040000	24483
1.060000	22821
1.080000	20665
1.100000	18283
1.120000	15551
1.140000	13100
1.160000	10944
1.180000	8673
1.200000	6782
1.220000	5111
1.240000	3905
1.260000	2905
1.280000	2085
1.300000	1518
1.320000	1014
1.340000	698
1.360000	481
1.380000	374
1.400000	231
1.420000	139
1.440000	112
1.460000	66
1.480000	61
1.500000	38
1.520000	29
1.540000	28
1.560000	15
1.580000	11
1.600000	12
1.620000	4
1.640000	4
1.660000	1
1.680000	0
1.700000	0
1.720000	0
1.740000	0
1.760000	0
1.780000	0
1.800000	0
1.820000	0
1.840000	0
1.860000	0
1.880000	0
1.900000	0
1.920000	0
1.940000	0
1.960000	0
1.980000	0
2.000000	0
