0	0
0.01	312
0.02	1080
0.03	2332
0.04	3885
0.05	5973
0.06	8147
0.07	10474
0.08	12815
0.09	15475
0.1	17862
0.11	19478
0.12	20874
0.13	21936
0.14	22105
0.15	22505
0.16	22089
0.17	21374
0.18	20395
0.19	19343
0.2	17734
0.21	16242
0.22	14491
0.23	13008
0.24	11723
0.25	10268
0.26	8725
0.27	7725
0.28	6625
0.29	5802
0.3	74
