0	31
0.01	162
0.02	395
0.03	936
0.04	1832
0.05	3462
0.06	5132
0.07	7544
0.08	10730
0.09	13428
0.1	16367
0.11	19166
0.12	21952
0.13	24195
0.14	25077
0.15	25733
0.16	25796
0.17	25103
0.18	23912
0.19	22706
0.2	20757
0.21	18979
0.22	16763
0.23	15050
0.24	12585
0.25	10969
0.26	9043
0.27	7260
0.28	6458
0.29	5226
0.3	45
