0.000000	36229
0.010000	42313
0.020000	61727
0.030000	65252
0.040000	49836
0.050000	31705
0.060000	19802
0.070000	13129
0.080000	9595
0.090000	7652
0.100000	6511
0.110000	5878
0.120000	5444
0.130000	5198
0.140000	4898
0.150000	4651
0.160000	4353
0.170000	4088
0.180000	3774
0.190000	3539
0.200000	3241
0.210000	2906
0.220000	2628
0.230000	2319
0.240000	2128
0.250000	1919
0.260000	1693
0.270000	1515
0.280000	1252
0.290000	1123
0.300000	1041
0.310000	917
0.320000	795
0.330000	686
0.340000	610
0.350000	503
0.360000	478
0.370000	419
0.380000	338
0.390000	297
0.400000	233
0.410000	206
0.420000	159
0.430000	132
0.440000	114
0.450000	110
0.460000	73
0.470000	50
0.480000	36
0.490000	31
0.500000	17
0.510000	29
0.520000	7
0.530000	7
0.540000	4
0.550000	0
0.560000	1
0.570000	1
0.580000	3
0.590000	0
0.600000	0
0.610000	0
0.620000	0
0.630000	0
0.640000	0
0.650000	0
0.660000	0
0.670000	0
0.680000	0
0.690000	0
0.700000	0
0.710000	0
0.720000	0
0.730000	0
0.740000	0
0.750000	0
0.760000	0
0.770000	0
0.780000	0
0.790000	0
0.800000	0
0.810000	0
0.820000	0
0.830000	0
0.840000	0
0.850000	0
0.860000	0
0.870000	0
0.880000	0
0.890000	0
0.900000	0
0.910000	0
0.920000	0
0.930000	0
0.940000	0
0.950000	0
0.960000	0
0.970000	0
0.980000	0
0.990000	0
1.000000	0
