0	0
0.01	1
0.02	3
0.03	24
0.04	116
0.05	347
0.06	770
0.07	1496
0.08	2753
0.09	4234
0.1	6537
0.11	9285
0.12	12653
0.13	15986
0.14	19755
0.15	23488
0.16	26286
0.17	28104
0.18	29480
0.19	29633
0.2	28855
0.21	26952
0.22	24589
0.23	22073
0.24	19262
0.25	16617
0.26	13905
0.27	11452
0.28	9128
0.29	7379
0.3	62
