0	105
0.003	1582
0.006	4599
0.009	8214
0.012	11655
0.015	15073
0.018	17673
0.021	20229
0.024	22453
0.027	24304
0.03	25802
0.033	26795
0.036	27539
0.039	26879
0.042	25908
0.045	24339
0.048	22281
0.051	19734
0.054	17312
0.057	14730
0.06	12408
0.063	10065
0.066	8146
0.069	6567
0.072	4954
0.075	3733
0.078	2845
0.081	2194
0.084	1617
0.087	1198
0.09	828
0.093	600
0.096	387
0.099	276
0.102	165
0.105	131
0.108	80
0.111	54
0.114	51
0.117	31
0.12	20
0.123	21
0.126	5
0.129	2
0.132	6
0.135	3
0.138	1
0.141	0
0.144	0
0.147	1
0.15	0
0.153	0
0.156	0
0.159	0
0.162	0
0.165	0
0.168	0
0.171	0
0.174	0
0.177	0
0.18	0
0.183	0
0.186	0
0.189	0
0.192	0
0.195	0
0.198	0
0.201	0
0.204	0
0.207	0
0.21	0
0.213	0
0.216	0
0.219	0
0.222	0
0.225	0
0.228	0
0.231	0
0.234	0
0.237	0
0.24	0
0.243	0
0.246	0
0.249	0
0.252	0
0.255	0
0.258	0
0.261	0
0.264	0
0.267	0
0.27	0
0.273	0
0.276	0
0.279	0
0.282	0
0.285	0
0.288	0
0.291	0
0.294	0
0.297	0
0.3	0
