0	20
0.003	144
0.006	235
0.009	765
0.012	2332
0.015	5486
0.018	9482
0.021	14695
0.024	20816
0.027	26601
0.03	31398
0.033	35444
0.036	36900
0.039	36177
0.042	34266
0.045	31206
0.048	27314
0.051	23779
0.054	19567
0.057	15836
0.06	11976
0.063	9010
0.066	6453
0.069	4449
0.072	3120
0.075	2114
0.078	1376
0.081	1021
0.084	620
0.087	354
0.09	276
0.093	166
0.096	71
0.099	47
0.102	19
0.105	30
0.108	15
0.111	3
0.114	7
0.117	2
0.12	1
0.123	2
0.126	0
0.129	0
0.132	0
0.135	0
0.138	0
0.141	0
0.144	0
0.147	0
0.15	0
0.153	0
0.156	0
0.159	0
0.162	0
0.165	0
0.168	0
0.171	0
0.174	0
0.177	0
0.18	0
0.183	0
0.186	0
0.189	0
0.192	0
0.195	0
0.198	0
0.201	0
0.204	0
0.207	0
0.21	0
0.213	0
0.216	0
0.219	0
0.222	0
0.225	0
0.228	0
0.231	0
0.234	0
0.237	0
0.24	0
0.243	0
0.246	0
0.249	0
0.252	0
0.255	0
0.258	0
0.261	0
0.264	0
0.267	0
0.27	0
0.273	0
0.276	0
0.279	0
0.282	0
0.285	0
0.288	0
0.291	0
0.294	0
0.297	0
0.3	0
