0.507346788726	59
0.961422946531	2
1.41549910434	23
1.86957526214	48
2.32365141995	39
2.77772757775	58
3.23180373556	108
3.68587989336	200
4.13995605117	315
4.59403220897	529
5.04810836678	821
5.50218452458	1186
5.95626068239	1660
6.41033684019	2181
6.864412998	2981
7.3184891558	3830
7.77256531361	4799
8.22664147141	5690
8.68071762922	6691
9.13479378702	7944
9.58886994483	8837
10.0429461026	9782
10.4970222604	10853
10.9510984182	11808
11.405174576	12703
11.8592507339	13285
12.3133268917	13663
12.7674030495	14180
13.2214792073	14778
13.6755553651	14753
14.1296315229	14979
14.5837076807	14746
15.0377838385	14553
15.4918599963	14473
15.9459361541	14030
16.4000123119	13381
16.8540884697	12930
17.3081646275	12534
17.7622407853	11809
18.2163169431	11467
18.6703931009	10580
19.1244692587	10166
19.5785454165	9280
20.0326215743	8660
20.4866977321	7995
20.94077389	7352
21.3948500478	6725
21.8489262056	6241
22.3030023634	5515
22.7570785212	4980
23.211154679	4728
23.6652308368	3954
24.1193069946	3692
24.5733831524	3051
25.0274593102	2882
25.481535468	2628
25.9356116258	2255
26.3896877836	2135
26.8437639414	1911
27.2978400992	1569
27.751916257	1378
28.2059924148	1144
28.6600685726	997
29.1141447304	847
29.5682208883	682
30.0222970461	623
30.4763732039	524
30.9304493617	401
31.3845255195	360
31.8386016773	256
32.2926778351	250
32.7467539929	176
33.2008301507	188
33.6549063085	132
34.1089824663	103
34.5630586241	117
35.0171347819	95
35.4712109397	59
35.9252870975	57
36.3793632553	44
36.8334394131	33
37.2875155709	25
37.7415917287	19
38.1956678865	15
38.6497440444	12
39.1038202022	8
39.55789636	6
40.0119725178	6
40.4660486756	5
40.9201248334	14
41.3742009912	0
41.828277149	1
42.2823533068	0
42.7364294646	0
43.1905056224	2
43.6445817802	1
44.098657938	2
44.5527340958	2
45.0068102536	3
45.4608864114	1
